"GEOID","NAME","variable","estimate","moe"
"060375308013","Block Group 3, Census Tract 5308.01, Los Angeles County, California","B19013_001",85417,73216
"060375308014","Block Group 4, Census Tract 5308.01, Los Angeles County, California","B19013_001",51724,24299
"060375308021","Block Group 1, Census Tract 5308.02, Los Angeles County, California","B19013_001",64250,25406
"060375308022","Block Group 2, Census Tract 5308.02, Los Angeles County, California","B19013_001",48625,19017
"060375309011","Block Group 1, Census Tract 5309.01, Los Angeles County, California","B19013_001",42000,5366
"060375309012","Block Group 2, Census Tract 5309.01, Los Angeles County, California","B19013_001",49000,13939
"060375309013","Block Group 3, Census Tract 5309.01, Los Angeles County, California","B19013_001",86250,39906
"060375309021","Block Group 1, Census Tract 5309.02, Los Angeles County, California","B19013_001",41250,29742
"060375309022","Block Group 2, Census Tract 5309.02, Los Angeles County, California","B19013_001",29667,9768
"060375310001","Block Group 1, Census Tract 5310, Los Angeles County, California","B19013_001",72696,15172
"060375310002","Block Group 2, Census Tract 5310, Los Angeles County, California","B19013_001",66350,42192
"060375310003","Block Group 3, Census Tract 5310, Los Angeles County, California","B19013_001",43750,16934
"060375311011","Block Group 1, Census Tract 5311.01, Los Angeles County, California","B19013_001",79750,45898
"060375311012","Block Group 2, Census Tract 5311.01, Los Angeles County, California","B19013_001",55000,29563
"060375311013","Block Group 3, Census Tract 5311.01, Los Angeles County, California","B19013_001",68636,25566
"060375311014","Block Group 4, Census Tract 5311.01, Los Angeles County, California","B19013_001",44188,12133
"060375311021","Block Group 1, Census Tract 5311.02, Los Angeles County, California","B19013_001",41131,5156
"060375311022","Block Group 2, Census Tract 5311.02, Los Angeles County, California","B19013_001",45875,30922
"060375312011","Block Group 1, Census Tract 5312.01, Los Angeles County, California","B19013_001",50000,7295
"060375312012","Block Group 2, Census Tract 5312.01, Los Angeles County, California","B19013_001",57941,21947
"060375312021","Block Group 1, Census Tract 5312.02, Los Angeles County, California","B19013_001",53917,26196
"060375312022","Block Group 2, Census Tract 5312.02, Los Angeles County, California","B19013_001",47301,6262
"060375313011","Block Group 1, Census Tract 5313.01, Los Angeles County, California","B19013_001",43830,10506
"060375313012","Block Group 2, Census Tract 5313.01, Los Angeles County, California","B19013_001",77344,51741
"060375313013","Block Group 3, Census Tract 5313.01, Los Angeles County, California","B19013_001",42935,14790
"060375313014","Block Group 4, Census Tract 5313.01, Los Angeles County, California","B19013_001",73138,23464
"060375313021","Block Group 1, Census Tract 5313.02, Los Angeles County, California","B19013_001",38750,27066
"060375313022","Block Group 2, Census Tract 5313.02, Los Angeles County, California","B19013_001",68413,29854
"060375313023","Block Group 3, Census Tract 5313.02, Los Angeles County, California","B19013_001",53508,23884
"060375313024","Block Group 4, Census Tract 5313.02, Los Angeles County, California","B19013_001",27316,11514
"060375315021","Block Group 1, Census Tract 5315.02, Los Angeles County, California","B19013_001",53929,15529
"060375315022","Block Group 2, Census Tract 5315.02, Los Angeles County, California","B19013_001",44375,8696
"060375315031","Block Group 1, Census Tract 5315.03, Los Angeles County, California","B19013_001",62625,16568
"060375315032","Block Group 2, Census Tract 5315.03, Los Angeles County, California","B19013_001",58009,15325
"060375315041","Block Group 1, Census Tract 5315.04, Los Angeles County, California","B19013_001",63333,22460
"060375315042","Block Group 2, Census Tract 5315.04, Los Angeles County, California","B19013_001",72266,34453
"060375316021","Block Group 1, Census Tract 5316.02, Los Angeles County, California","B19013_001",NA,NA
"060375316022","Block Group 2, Census Tract 5316.02, Los Angeles County, California","B19013_001",71932,33720
"060375316023","Block Group 3, Census Tract 5316.02, Los Angeles County, California","B19013_001",43750,12799
"060375316031","Block Group 1, Census Tract 5316.03, Los Angeles County, California","B19013_001",76731,31280
"060375316032","Block Group 2, Census Tract 5316.03, Los Angeles County, California","B19013_001",60016,10155
"060375316041","Block Group 1, Census Tract 5316.04, Los Angeles County, California","B19013_001",55326,14319
"060375316042","Block Group 2, Census Tract 5316.04, Los Angeles County, California","B19013_001",33333,10398
"060375317011","Block Group 1, Census Tract 5317.01, Los Angeles County, California","B19013_001",46917,34939
"060375317012","Block Group 2, Census Tract 5317.01, Los Angeles County, California","B19013_001",61429,39219
"060375317021","Block Group 1, Census Tract 5317.02, Los Angeles County, California","B19013_001",80357,50866
"060375317022","Block Group 2, Census Tract 5317.02, Los Angeles County, California","B19013_001",25579,14982
"060375317023","Block Group 3, Census Tract 5317.02, Los Angeles County, California","B19013_001",76500,23209
"060375318001","Block Group 1, Census Tract 5318, Los Angeles County, California","B19013_001",106739,30936
"060375318002","Block Group 2, Census Tract 5318, Los Angeles County, California","B19013_001",41573,7047
"060375318003","Block Group 3, Census Tract 5318, Los Angeles County, California","B19013_001",65739,37112
"060375319011","Block Group 1, Census Tract 5319.01, Los Angeles County, California","B19013_001",48350,26985
"060375319012","Block Group 2, Census Tract 5319.01, Los Angeles County, California","B19013_001",77766,49850
"060375319013","Block Group 3, Census Tract 5319.01, Los Angeles County, California","B19013_001",56719,16265
"060375319014","Block Group 4, Census Tract 5319.01, Los Angeles County, California","B19013_001",62600,56881
"060375319021","Block Group 1, Census Tract 5319.02, Los Angeles County, California","B19013_001",109115,29540
"060375319022","Block Group 2, Census Tract 5319.02, Los Angeles County, California","B19013_001",NA,NA
"060375319023","Block Group 3, Census Tract 5319.02, Los Angeles County, California","B19013_001",66857,31179
"060375320011","Block Group 1, Census Tract 5320.01, Los Angeles County, California","B19013_001",42135,3581
"060375320012","Block Group 2, Census Tract 5320.01, Los Angeles County, California","B19013_001",72542,36859
"060375320021","Block Group 1, Census Tract 5320.02, Los Angeles County, California","B19013_001",66250,22893
"060375320022","Block Group 2, Census Tract 5320.02, Los Angeles County, California","B19013_001",61389,9882
"060375321011","Block Group 1, Census Tract 5321.01, Los Angeles County, California","B19013_001",44231,7405
"060375321012","Block Group 2, Census Tract 5321.01, Los Angeles County, California","B19013_001",37427,9329
"060375321013","Block Group 3, Census Tract 5321.01, Los Angeles County, California","B19013_001",65857,4075
"060375321021","Block Group 1, Census Tract 5321.02, Los Angeles County, California","B19013_001",76667,53843
"060375321022","Block Group 2, Census Tract 5321.02, Los Angeles County, California","B19013_001",80147,24770
"060375322001","Block Group 1, Census Tract 5322, Los Angeles County, California","B19013_001",82303,36210
"060375322002","Block Group 2, Census Tract 5322, Los Angeles County, California","B19013_001",58893,28652
"060375322003","Block Group 3, Census Tract 5322, Los Angeles County, California","B19013_001",61306,8022
"060375323021","Block Group 1, Census Tract 5323.02, Los Angeles County, California","B19013_001",58194,32254
"060375323022","Block Group 2, Census Tract 5323.02, Los Angeles County, California","B19013_001",NA,NA
"060375323023","Block Group 3, Census Tract 5323.02, Los Angeles County, California","B19013_001",61657,24109
"060375323031","Block Group 1, Census Tract 5323.03, Los Angeles County, California","B19013_001",67801,34898
"060375323032","Block Group 2, Census Tract 5323.03, Los Angeles County, California","B19013_001",46463,15992
"060375323033","Block Group 3, Census Tract 5323.03, Los Angeles County, California","B19013_001",NA,NA
"060375323041","Block Group 1, Census Tract 5323.04, Los Angeles County, California","B19013_001",52667,26005
"060375323042","Block Group 2, Census Tract 5323.04, Los Angeles County, California","B19013_001",63438,36123
"060375325001","Block Group 1, Census Tract 5325, Los Angeles County, California","B19013_001",36250,11632
"060375325002","Block Group 2, Census Tract 5325, Los Angeles County, California","B19013_001",46272,10907
"060375325003","Block Group 3, Census Tract 5325, Los Angeles County, California","B19013_001",68167,16474
"060375326051","Block Group 1, Census Tract 5326.05, Los Angeles County, California","B19013_001",63875,40735
"060375326052","Block Group 2, Census Tract 5326.05, Los Angeles County, California","B19013_001",35439,8156
"060375326061","Block Group 1, Census Tract 5326.06, Los Angeles County, California","B19013_001",50972,17346
"060375326062","Block Group 2, Census Tract 5326.06, Los Angeles County, California","B19013_001",35972,16401
"060375326063","Block Group 3, Census Tract 5326.06, Los Angeles County, California","B19013_001",41121,12669
"060375326071","Block Group 1, Census Tract 5326.07, Los Angeles County, California","B19013_001",43603,17508
"060375326072","Block Group 2, Census Tract 5326.07, Los Angeles County, California","B19013_001",67031,29200
"060375326073","Block Group 3, Census Tract 5326.07, Los Angeles County, California","B19013_001",48750,41887
"060375326074","Block Group 4, Census Tract 5326.07, Los Angeles County, California","B19013_001",42500,5661
"060375326075","Block Group 5, Census Tract 5326.07, Los Angeles County, California","B19013_001",42031,21430
"060375327001","Block Group 1, Census Tract 5327, Los Angeles County, California","B19013_001",63813,26270
"060375327002","Block Group 2, Census Tract 5327, Los Angeles County, California","B19013_001",53214,15026
"060375328001","Block Group 1, Census Tract 5328, Los Angeles County, California","B19013_001",43750,17038
"060375328002","Block Group 2, Census Tract 5328, Los Angeles County, California","B19013_001",44931,22146
"060375329001","Block Group 1, Census Tract 5329, Los Angeles County, California","B19013_001",40938,27170
"060375329002","Block Group 2, Census Tract 5329, Los Angeles County, California","B19013_001",42925,9758
"060375329003","Block Group 3, Census Tract 5329, Los Angeles County, California","B19013_001",43438,10548
"060375330011","Block Group 1, Census Tract 5330.01, Los Angeles County, California","B19013_001",53807,29114
"060375330012","Block Group 2, Census Tract 5330.01, Los Angeles County, California","B19013_001",50208,22874
"060375330021","Block Group 1, Census Tract 5330.02, Los Angeles County, California","B19013_001",40714,22388
"060375330022","Block Group 2, Census Tract 5330.02, Los Angeles County, California","B19013_001",43036,26069
"060375331031","Block Group 1, Census Tract 5331.03, Los Angeles County, California","B19013_001",41169,4768
"060375331032","Block Group 2, Census Tract 5331.03, Los Angeles County, California","B19013_001",48750,13597
"060375331041","Block Group 1, Census Tract 5331.04, Los Angeles County, California","B19013_001",56042,21647
"060375331042","Block Group 2, Census Tract 5331.04, Los Angeles County, California","B19013_001",43854,6738
